REGION,CYCLONE_ID,LON_TCIR,LAT_TCIR,TIME,WIND_KTS,SIZE,PRESSURE_MB,USA_ATCF_ID,ISO_TIME,SID,LAT_IBTRACS,LON_IBTRACS,USA_WIND,USA_PRES
ATLN,200513L,-51.5,32.3,2005-09-01 18:00:00,30.0,0.0,1010.0,AL132005,2005-09-01 18:00:00,2005241N14315,32.3,-51.5,30,1010
ATLN,200513L,-51.8,32.3,2005-09-01 21:00:00,28.0,0.0,1010.0,AL132005,2005-09-01 21:00:00,2005241N14315,32.4,-51.7,28,1010
ATLN,200513L,-52.3,33.2,2005-09-02 12:00:00,25.0,0.0,1010.0,AL132005,2005-09-02 12:00:00,2005241N14315,33.2,-52.3,25,1010
ATLN,200513L,-52.5,33.5,2005-09-02 15:00:00,25.0,0.0,1010.0,AL132005,2005-09-02 15:00:00,2005241N14315,33.5,-52.5,25,1010
ATLN,200513L,-52.7,33.9,2005-09-02 18:00:00,25.0,0.0,1010.0,AL132005,2005-09-02 18:00:00,2005241N14315,33.9,-52.7,25,1010
ATLN,200513L,-53.0,34.3,2005-09-02 21:00:00,25.0,0.0,1010.0,AL132005,2005-09-02 21:00:00,2005241N14315,34.3,-52.9,25,1010
ATLN,200513L,-54.2,36.6,2005-09-03 12:00:00,25.0,0.0,1010.0,AL132005,2005-09-03 12:00:00,2005241N14315,36.6,-54.2,25,1010
ATLN,200513L,-54.0,37.0,2005-09-03 15:00:00,25.0,0.0,1010.0,AL132005,2005-09-03 15:00:00,2005241N14315,37.0,-54.1,25,1010
ATLN,200513L,-53.9,37.4,2005-09-03 18:00:00,25.0,0.0,1010.0,AL132005,2005-09-03 18:00:00,2005241N14315,37.4,-53.9,25,1010
ATLN,200514L,-45.5,18.8,2005-09-01 12:00:00,30.0,0.0,1008.0,AL142005,2005-09-01 12:00:00,2005245N19315,18.8,-45.5,30,1008
ATLN,200514L,-45.9,19.1,2005-09-01 15:00:00,30.0,0.0,1008.0,AL142005,2005-09-01 15:00:00,2005245N19315,19.0,-45.8,30,1008
ATLN,200514L,-46.2,19.3,2005-09-01 18:00:00,30.0,0.0,1008.0,AL142005,2005-09-01 18:00:00,2005245N19315,19.3,-46.2,30,1008
ATLN,200514L,-46.7,19.6,2005-09-01 21:00:00,30.0,0.0,1008.0,AL142005,2005-09-01 21:00:00,2005245N19315,19.6,-46.7,30,1008
ATLN,200514L,-49.4,21.1,2005-09-02 12:00:00,35.0,22.5,1006.0,AL142005,2005-09-02 12:00:00,2005245N19315,21.1,-49.4,35,1006
ATLN,200514L,-49.8,21.3,2005-09-02 15:00:00,38.0,26.2,1004.0,AL142005,2005-09-02 15:00:00,2005245N19315,21.3,-49.8,38,1005
ATLN,200514L,-50.2,21.5,2005-09-02 18:00:00,40.0,30.0,1003.0,AL142005,2005-09-02 18:00:00,2005245N19315,21.5,-50.2,40,1003
ATLN,200514L,-50.6,21.8,2005-09-02 21:00:00,42.0,37.5,1002.0,AL142005,2005-09-02 21:00:00,2005245N19315,21.7,-50.6,43,1002
ATLN,200514L,-53.1,24.4,2005-09-03 12:00:00,50.0,47.5,997.0,AL142005,2005-09-03 12:00:00,2005245N19315,24.4,-53.1,50,997
ATLN,200514L,-53.5,24.9,2005-09-03 15:00:00,52.0,53.8,996.0,AL142005,2005-09-03 15:00:00,2005245N19315,25.0,-53.6,53,996
ATLN,200514L,-54.0,25.5,2005-09-03 18:00:00,55.0,60.0,994.0,AL142005,2005-09-03 18:00:00,2005245N19315,25.5,-54.0,55,994
ATLN,200514L,-54.3,26.0,2005-09-03 21:00:00,58.0,61.2,992.0,AL142005,2005-09-03 21:00:00,2005245N19315,26.0,-54.3,58,992
ATLN,200514L,-55.5,28.6,2005-09-04 12:00:00,65.0,72.5,987.0,AL142005,2005-09-04 12:00:00,2005245N19315,28.6,-55.5,65,987
ATLN,200514L,-55.8,29.1,2005-09-04 15:00:00,70.0,72.5,984.0,AL142005,2005-09-04 15:00:00,2005245N19315,29.1,-55.7,70,984
ATLN,200514L,-56.0,29.6,2005-09-04 18:00:00,75.0,72.5,980.0,AL142005,2005-09-04 18:00:00,2005245N19315,29.6,-56.0,75,980
ATLN,200514L,-56.2,29.9,2005-09-04 21:00:00,75.0,72.5,980.0,AL142005,2005-09-04 21:00:00,2005245N19315,29.9,-56.3,75,980
ATLN,200514L,-56.8,31.5,2005-09-05 12:00:00,85.0,85.0,975.0,AL142005,2005-09-05 12:00:00,2005245N19315,31.5,-56.8,85,975
ATLN,200514L,-56.8,31.8,2005-09-05 15:00:00,88.0,85.0,972.0,AL142005,2005-09-05 15:00:00,2005245N19315,31.8,-56.8,88,973
ATLN,200514L,-56.7,32.1,2005-09-05 18:00:00,90.0,85.0,970.0,AL142005,2005-09-05 18:00:00,2005245N19315,32.1,-56.7,90,970
ATLN,200514L,-56.0,33.5,2005-09-06 12:00:00,80.0,95.0,975.0,AL142005,2005-09-06 12:00:00,2005245N19315,33.5,-56.0,80,975
ATLN,200514L,-55.7,33.7,2005-09-06 15:00:00,78.0,95.0,978.0,AL142005,2005-09-06 15:00:00,2005245N19315,33.7,-55.7,78,978
ATLN,200514L,-55.4,33.9,2005-09-06 18:00:00,75.0,95.0,980.0,AL142005,2005-09-06 18:00:00,2005245N19315,33.9,-55.4,75,980
ATLN,200514L,-55.0,34.1,2005-09-06 21:00:00,70.0,95.0,984.0,AL142005,2005-09-06 21:00:00,2005245N19315,34.1,-55.1,70,984
ATLN,200514L,-51.8,35.6,2005-09-07 12:00:00,75.0,168.8,980.0,AL142005,2005-09-07 12:00:00,2005245N19315,35.6,-51.8,75,980
ATLN,200514L,-51.3,36.0,2005-09-07 15:00:00,75.0,168.8,980.0,AL142005,2005-09-07 15:00:00,2005245N19315,36.1,-51.3,75,980
ATLN,200514L,-50.8,36.5,2005-09-07 18:00:00,75.0,168.8,980.0,AL142005,2005-09-07 18:00:00,2005245N19315,36.5,-50.8,75,980
ATLN,200514L,-50.3,36.9,2005-09-07 21:00:00,72.0,175.0,981.0,AL142005,2005-09-07 21:00:00,2005245N19315,36.9,-50.3,73,981
ATLN,200514L,-48.5,38.3,2005-09-08 09:00:00,65.0,187.5,985.0,AL142005,2005-09-08 09:00:00,2005245N19315,38.3,-48.5,65,985
ATLN,200514L,-48.0,38.7,2005-09-08 12:00:00,65.0,193.8,985.0,AL142005,2005-09-08 12:00:00,2005245N19315,38.7,-48.0,65,985
ATLN,200514L,-47.6,38.9,2005-09-08 15:00:00,65.0,193.8,985.0,AL142005,2005-09-08 15:00:00,2005245N19315,38.9,-47.6,65,985
ATLN,200514L,-47.2,39.1,2005-09-08 18:00:00,65.0,193.8,985.0,AL142005,2005-09-08 18:00:00,2005245N19315,39.1,-47.2,65,985
ATLN,200514L,-44.1,40.1,2005-09-09 09:00:00,55.0,171.9,988.0,AL142005,2005-09-09 09:00:00,2005245N19315,40.1,-44.1,55,988
ATLN,200514L,-43.4,40.4,2005-09-09 12:00:00,55.0,162.5,988.0,AL142005,2005-09-09 12:00:00,2005245N19315,40.4,-43.4,55,988
ATLN,200514L,-42.8,40.8,2005-09-09 15:00:00,52.0,162.5,988.0,AL142005,2005-09-09 15:00:00,2005245N19315,40.7,-42.7,53,988
ATLN,200514L,-42.1,41.1,2005-09-09 18:00:00,50.0,162.5,988.0,AL142005,2005-09-09 18:00:00,2005245N19315,41.1,-42.1,50,988
ATLN,200514L,-41.4,41.5,2005-09-09 21:00:00,50.0,162.5,988.0,AL142005,2005-09-09 21:00:00,2005245N19315,41.5,-41.4,50,988
ATLN,200514L,-38.5,43.7,2005-09-10 09:00:00,50.0,197.5,984.0,AL142005,2005-09-10 09:00:00,2005245N19315,43.7,-38.5,50,984
ATLN,200514L,-37.7,44.5,2005-09-10 12:00:00,50.0,220.0,980.0,AL142005,2005-09-10 12:00:00,2005245N19315,44.5,-37.7,50,980
ATLN,200514L,-37.0,45.2,2005-09-10 15:00:00,52.0,241.2,978.0,AL142005,2005-09-10 15:00:00,2005245N19315,45.2,-37.0,53,978
ATLN,200514L,-36.3,46.0,2005-09-10 18:00:00,55.0,262.5,975.0,AL142005,2005-09-10 18:00:00,2005245N19315,46.0,-36.3,55,975
ATLN,200515L,-67.0,28.4,2005-09-05 18:00:00,30.0,0.0,1008.0,AL152005,2005-09-05 18:00:00,2005249N28293,28.4,-67.0,30,1008
ATLN,200515L,-66.8,28.4,2005-09-05 21:00:00,32.0,20.0,1006.0,AL152005,2005-09-05 21:00:00,2005249N28293,28.4,-66.8,33,1007
ATLN,200515L,-66.5,28.5,2005-09-06 12:00:00,50.0,40.0,1000.0,AL152005,2005-09-06 12:00:00,2005249N28293,28.5,-66.5,50,1000
ATLN,200515L,-66.5,28.6,2005-09-06 15:00:00,50.0,47.5,998.0,AL152005,2005-09-06 15:00:00,2005249N28293,28.5,-66.5,50,999
ATLN,200515L,-66.4,28.6,2005-09-06 18:00:00,50.0,55.0,997.0,AL152005,2005-09-06 18:00:00,2005249N28293,28.6,-66.4,50,997
ATLN,200515L,-66.3,28.6,2005-09-06 21:00:00,52.0,57.5,996.0,AL152005,2005-09-06 21:00:00,2005249N28293,28.7,-66.3,53,996
ATLN,200515L,-66.1,29.1,2005-09-07 15:00:00,68.0,85.0,986.0,AL152005,2005-09-07 15:00:00,2005249N28293,29.1,-66.1,68,986
ATLN,200515L,-66.0,29.3,2005-09-07 18:00:00,70.0,85.0,985.0,AL152005,2005-09-07 18:00:00,2005249N28293,29.3,-66.0,70,985
ATLN,200515L,-65.8,29.5,2005-09-07 21:00:00,72.0,85.0,984.0,AL152005,2005-09-07 21:00:00,2005249N28293,29.4,-65.9,73,985
ATLN,200515L,-63.8,30.5,2005-09-08 12:00:00,75.0,90.0,982.0,AL152005,2005-09-08 12:00:00,2005249N28293,30.5,-63.8,75,982
ATLN,200515L,-63.2,30.9,2005-09-08 15:00:00,75.0,90.0,982.0,AL152005,2005-09-08 15:00:00,2005249N28293,30.9,-63.3,75,982
ATLN,200515L,-62.7,31.4,2005-09-08 18:00:00,75.0,90.0,982.0,AL152005,2005-09-08 18:00:00,2005249N28293,31.4,-62.7,75,982
ATLN,200515L,-61.9,32.0,2005-09-08 21:00:00,78.0,118.8,980.0,AL152005,2005-09-08 21:00:00,2005249N28293,32.0,-62.0,78,981
ATLN,200515L,-55.8,34.0,2005-09-09 12:00:00,65.0,165.0,986.0,AL152005,2005-09-09 12:00:00,2005249N28293,34.0,-55.8,65,986
ATLN,200515L,-54.6,34.2,2005-09-09 15:00:00,60.0,165.0,988.0,AL152005,2005-09-09 15:00:00,2005249N28293,34.3,-54.5,60,989
ATLN,200515L,-53.4,34.5,2005-09-09 18:00:00,55.0,165.0,991.0,AL152005,2005-09-09 18:00:00,2005249N28293,34.5,-53.4,55,991
ATLN,200515L,-52.1,34.6,2005-09-09 21:00:00,55.0,157.5,994.0,AL152005,2005-09-09 21:00:00,2005249N28293,34.6,-52.1,55,994
ATLN,200515L,-47.5,34.5,2005-09-10 09:00:00,45.0,143.8,997.0,AL152005,2005-09-10 09:00:00,2005249N28293,34.5,-47.4,45,997
ATLN,200515L,-45.9,34.5,2005-09-10 12:00:00,45.0,137.5,997.0,AL152005,2005-09-10 12:00:00,2005249N28293,34.5,-45.9,45,997
ATLN,200515L,-45.0,34.7,2005-09-10 15:00:00,45.0,128.1,997.0,AL152005,2005-09-10 15:00:00,2005249N28293,34.7,-44.9,45,997
ATLN,200515L,-44.1,34.9,2005-09-10 18:00:00,45.0,118.8,997.0,AL152005,2005-09-10 18:00:00,2005249N28293,34.9,-44.1,45,997
ATLN,200515L,-43.1,35.0,2005-09-10 21:00:00,42.0,114.4,998.0,AL152005,2005-09-10 21:00:00,2005249N28293,35.0,-43.1,43,998
ATLN,200515L,-39.5,36.7,2005-09-11 09:00:00,40.0,116.9,1000.0,AL152005,2005-09-11 09:00:00,2005249N28293,36.6,-39.5,40,1001
ATLN,200515L,-38.3,37.4,2005-09-11 12:00:00,40.0,125.0,1001.0,AL152005,2005-09-11 12:00:00,2005249N28293,37.4,-38.3,40,1001
ATLN,200515L,-37.0,38.3,2005-09-11 15:00:00,40.0,137.5,1001.0,AL152005,2005-09-11 15:00:00,2005249N28293,38.2,-36.9,40,1001
ATLN,200515L,-35.6,39.2,2005-09-11 18:00:00,40.0,150.0,1001.0,AL152005,2005-09-11 18:00:00,2005249N28293,39.2,-35.6,40,1001
ATLN,200515L,-30.1,43.8,2005-09-12 09:00:00,35.0,187.5,1002.0,AL152005,2005-09-12 09:00:00,2005249N28293,43.7,-30.2,35,1003
ATLN,200515L,-28.1,44.0,2005-09-12 12:00:00,35.0,187.5,1003.0,AL152005,2005-09-12 12:00:00,2005249N28293,44.0,-28.1,35,1003
ATLN,200515L,-26.6,45.0,2005-09-12 15:00:00,35.0,187.5,1003.0,AL152005,2005-09-12 15:00:00,2005249N28293,44.8,-26.4,35,1003
ATLN,200515L,-25.0,46.0,2005-09-12 18:00:00,35.0,187.5,1003.0,AL152005,2005-09-12 18:00:00,2005249N28293,46.0,-25.0,35,1003
ATLN,200516L,-78.3,26.3,2005-09-06 12:00:00,25.0,0.0,1010.0,AL162005,2005-09-06 12:00:00,2005249N26281,26.3,-78.3,25,1010
ATLN,200516L,-78.3,26.6,2005-09-06 15:00:00,25.0,0.0,1010.0,AL162005,2005-09-06 15:00:00,2005249N26281,26.5,-78.3,25,1010
ATLN,200516L,-78.3,26.8,2005-09-06 18:00:00,25.0,0.0,1010.0,AL162005,2005-09-06 18:00:00,2005249N26281,26.8,-78.3,25,1010
ATLN,200516L,-78.4,27.1,2005-09-06 21:00:00,28.0,0.0,1008.0,AL162005,2005-09-06 21:00:00,2005249N26281,27.1,-78.4,28,1008
ATLN,200516L,-79.2,28.8,2005-09-07 15:00:00,42.0,35.6,998.0,AL162005,2005-09-07 15:00:00,2005249N26281,28.8,-79.3,43,999
ATLN,200516L,-79.3,28.8,2005-09-07 18:00:00,45.0,41.2,997.0,AL162005,2005-09-07 18:00:00,2005249N26281,28.8,-79.3,45,997
ATLN,200516L,-79.3,28.8,2005-09-07 21:00:00,45.0,41.2,996.0,AL162005,2005-09-07 21:00:00,2005249N26281,28.8,-79.3,45,996
ATLN,200516L,-79.6,28.6,2005-09-08 12:00:00,55.0,50.0,988.0,AL162005,2005-09-08 12:00:00,2005249N26281,28.6,-79.6,55,988
ATLN,200516L,-79.5,28.6,2005-09-08 15:00:00,58.0,60.0,988.0,AL162005,2005-09-08 15:00:00,2005249N26281,28.6,-79.6,58,988
ATLN,200516L,-79.5,28.6,2005-09-08 18:00:00,60.0,70.0,988.0,AL162005,2005-09-08 18:00:00,2005249N26281,28.6,-79.5,60,988
ATLN,200516L,-79.4,28.6,2005-09-08 21:00:00,62.0,65.0,989.0,AL162005,2005-09-08 21:00:00,2005249N26281,28.6,-79.4,63,989
ATLN,200516L,-79.1,29.3,2005-09-09 12:00:00,55.0,60.0,983.0,AL162005,2005-09-09 12:00:00,2005249N26281,29.3,-79.1,55,983
ATLN,200516L,-78.8,29.6,2005-09-09 15:00:00,60.0,63.8,983.0,AL162005,2005-09-09 15:00:00,2005249N26281,29.5,-78.9,60,983
ATLN,200516L,-78.5,29.8,2005-09-09 18:00:00,65.0,67.5,983.0,AL162005,2005-09-09 18:00:00,2005249N26281,29.8,-78.5,65,983
ATLN,200516L,-78.0,30.0,2005-09-09 21:00:00,62.0,68.8,983.0,AL162005,2005-09-09 21:00:00,2005249N26281,30.0,-78.0,63,983
ATLN,200516L,-76.4,31.6,2005-09-10 15:00:00,68.0,106.9,976.0,AL162005,2005-09-10 15:00:00,2005249N26281,31.6,-76.4,68,977
ATLN,200516L,-76.2,31.7,2005-09-10 18:00:00,70.0,112.5,977.0,AL162005,2005-09-10 18:00:00,2005249N26281,31.7,-76.2,70,977
ATLN,200516L,-76.1,31.8,2005-09-10 21:00:00,70.0,113.8,977.0,AL162005,2005-09-10 21:00:00,2005249N26281,31.8,-76.0,70,977
ATLN,200516L,-75.7,31.6,2005-09-11 12:00:00,70.0,122.5,978.0,AL162005,2005-09-11 12:00:00,2005249N26281,31.6,-75.7,70,978
ATLN,200516L,-75.8,31.5,2005-09-11 15:00:00,68.0,125.0,978.0,AL162005,2005-09-11 15:00:00,2005249N26281,31.5,-75.8,68,978
ATLN,200516L,-75.9,31.4,2005-09-11 18:00:00,65.0,127.5,978.0,AL162005,2005-09-11 18:00:00,2005249N26281,31.4,-75.9,65,978
ATLN,200516L,-76.1,31.3,2005-09-11 21:00:00,62.0,128.8,979.0,AL162005,2005-09-11 21:00:00,2005249N26281,31.3,-76.0,63,979
ATLN,200516L,-76.9,31.5,2005-09-12 12:00:00,55.0,125.0,988.0,AL162005,2005-09-12 12:00:00,2005249N26281,31.5,-76.9,55,988
ATLN,200516L,-77.1,31.6,2005-09-12 15:00:00,58.0,125.0,988.0,AL162005,2005-09-12 15:00:00,2005249N26281,31.6,-77.1,58,989
ATLN,200516L,-77.3,31.7,2005-09-12 18:00:00,60.0,125.0,989.0,AL162005,2005-09-12 18:00:00,2005249N26281,31.7,-77.3,60,989
ATLN,200516L,-77.5,31.8,2005-09-12 21:00:00,60.0,125.0,989.0,AL162005,2005-09-12 21:00:00,2005249N26281,31.8,-77.5,60,989
ATLN,200516L,-78.0,32.1,2005-09-13 12:00:00,60.0,115.0,989.0,AL162005,2005-09-13 12:00:00,2005249N26281,32.1,-78.0,60,989
ATLN,200516L,-78.0,32.2,2005-09-13 15:00:00,60.0,115.0,988.0,AL162005,2005-09-13 15:00:00,2005249N26281,32.2,-78.1,60,989
ATLN,200516L,-78.1,32.3,2005-09-13 18:00:00,60.0,115.0,988.0,AL162005,2005-09-13 18:00:00,2005249N26281,32.3,-78.1,60,988
ATLN,200516L,-78.1,32.5,2005-09-13 21:00:00,62.0,112.5,986.0,AL162005,2005-09-13 21:00:00,2005249N26281,32.4,-78.1,63,987
ATLN,200516L,-77.7,33.4,2005-09-14 12:00:00,75.0,102.5,980.0,AL162005,2005-09-14 12:00:00,2005249N26281,33.4,-77.7,75,980
ATLN,200516L,-77.6,33.6,2005-09-14 15:00:00,75.0,102.5,980.0,AL162005,2005-09-14 15:00:00,2005249N26281,33.7,-77.6,75,980
ATLN,200516L,-77.5,33.9,2005-09-14 18:00:00,75.0,102.5,979.0,AL162005,2005-09-14 18:00:00,2005249N26281,33.9,-77.5,75,979
ATLN,200516L,-77.2,34.0,2005-09-14 21:00:00,75.0,100.0,979.0,AL162005,2005-09-14 21:00:00,2005249N26281,34.1,-77.2,75,979
ATLN,200516L,-75.8,34.7,2005-09-15 12:00:00,65.0,97.5,984.0,AL162005,2005-09-15 12:00:00,2005249N26281,34.7,-75.8,65,984
ATLN,200516L,-75.7,34.7,2005-09-15 15:00:00,65.0,97.5,985.0,AL162005,2005-09-15 15:00:00,2005249N26281,34.7,-75.7,65,985
ATLN,200516L,-75.6,34.7,2005-09-15 18:00:00,65.0,97.5,986.0,AL162005,2005-09-15 18:00:00,2005249N26281,34.7,-75.6,65,986
ATLN,200516L,-75.3,34.7,2005-09-15 21:00:00,62.0,95.0,986.0,AL162005,2005-09-15 21:00:00,2005249N26281,34.6,-75.4,63,987
ATLN,200516L,-74.0,35.9,2005-09-16 15:00:00,52.0,83.8,994.0,AL162005,2005-09-16 15:00:00,2005249N26281,35.9,-74.0,53,994
ATLN,200516L,-73.6,36.4,2005-09-16 18:00:00,55.0,83.8,993.0,AL162005,2005-09-16 18:00:00,2005249N26281,36.4,-73.6,55,993
ATLN,200516L,-73.2,36.8,2005-09-16 21:00:00,55.0,87.5,994.0,AL162005,2005-09-16 21:00:00,2005249N26281,36.8,-73.2,55,994
ATLN,200516L,-66.1,42.4,2005-09-17 21:00:00,48.0,101.2,996.0,AL162005,2005-09-17 21:00:00,2005249N26281,42.4,-66.1,48,996
ATLN,200516L,-59.9,46.2,2005-09-18 12:00:00,45.0,100.0,1000.0,AL162005,2005-09-18 12:00:00,2005249N26281,46.2,-59.9,45,1000
ATLN,200516L,-58.0,46.8,2005-09-18 15:00:00,45.0,100.0,1000.0,AL162005,2005-09-18 15:00:00,2005249N26281,46.8,-58.1,45,1000
ATLN,200516L,-56.2,47.4,2005-09-18 18:00:00,45.0,100.0,999.0,AL162005,2005-09-18 18:00:00,2005249N26281,47.4,-56.2,45,999
ATLN,200516L,-54.2,47.9,2005-09-18 21:00:00,45.0,100.0,1000.0,AL162005,2005-09-18 21:00:00,2005249N26281,47.9,-54.2,45,1000
ATLN,200516L,-47.2,49.2,2005-09-19 09:00:00,45.0,100.0,1000.0,AL162005,2005-09-19 09:00:00,2005249N26281,49.3,-47.3,45,1001
ATLN,200516L,-45.7,49.5,2005-09-19 12:00:00,45.0,100.0,1000.0,AL162005,2005-09-19 12:00:00,2005249N26281,49.5,-45.7,45,1000
ATLN,200516L,-43.9,49.8,2005-09-19 15:00:00,45.0,100.0,1000.0,AL162005,2005-09-19 15:00:00,2005249N26281,49.7,-43.9,45,1000
ATLN,200517L,-54.5,13.3,2005-09-17 12:00:00,30.0,0.0,1008.0,AL172005,2005-09-17 12:00:00,2005261N13306,13.3,-54.5,30,1008
ATLN,200517L,-54.7,13.4,2005-09-17 15:00:00,32.0,9.4,1008.0,AL172005,2005-09-17 15:00:00,2005261N13306,13.4,-54.7,33,1008
ATLN,200517L,-54.9,13.5,2005-09-17 18:00:00,35.0,18.8,1007.0,AL172005,2005-09-17 18:00:00,2005261N13306,13.5,-54.9,35,1007
ATLN,200517L,-55.5,14.9,2005-09-18 12:00:00,50.0,37.5,996.0,AL172005,2005-09-18 12:00:00,2005261N13306,14.9,-55.5,50,996
ATLN,200517L,-55.6,15.2,2005-09-18 15:00:00,52.0,45.0,994.0,AL172005,2005-09-18 15:00:00,2005261N13306,15.2,-55.6,53,995
ATLN,200517L,-55.7,15.6,2005-09-18 18:00:00,55.0,52.5,993.0,AL172005,2005-09-18 18:00:00,2005261N13306,15.6,-55.7,55,993
ATLN,200517L,-55.8,15.9,2005-09-18 21:00:00,60.0,52.5,990.0,AL172005,2005-09-18 21:00:00,2005261N13306,15.9,-55.8,60,990
ATLN,200517L,-56.2,17.2,2005-09-19 12:00:00,65.0,50.0,987.0,AL172005,2005-09-19 12:00:00,2005261N13306,17.2,-56.2,65,987
ATLN,200517L,-56.4,17.5,2005-09-19 18:00:00,65.0,52.5,987.0,AL172005,2005-09-19 18:00:00,2005261N13306,17.5,-56.4,65,987
ATLN,200517L,-56.5,17.6,2005-09-19 21:00:00,68.0,52.5,986.0,AL172005,2005-09-19 21:00:00,2005261N13306,17.6,-56.5,68,986
ATLN,200517L,-57.0,18.1,2005-09-20 12:00:00,60.0,62.5,990.0,AL172005,2005-09-20 12:00:00,2005261N13306,18.1,-57.0,60,990
ATLN,200517L,-57.1,18.3,2005-09-20 15:00:00,58.0,59.4,991.0,AL172005,2005-09-20 15:00:00,2005261N13306,18.3,-57.1,58,991
ATLN,200517L,-57.2,18.5,2005-09-20 18:00:00,55.0,56.2,992.0,AL172005,2005-09-20 18:00:00,2005261N13306,18.5,-57.2,55,992
ATLN,200517L,-57.2,18.7,2005-09-20 21:00:00,55.0,56.2,993.0,AL172005,2005-09-20 21:00:00,2005261N13306,18.7,-57.2,55,993
ATLN,200517L,-57.0,19.9,2005-09-21 12:00:00,45.0,60.0,1000.0,AL172005,2005-09-21 12:00:00,2005261N13306,19.9,-57.0,45,1000
ATLN,200517L,-57.0,20.4,2005-09-21 15:00:00,42.0,55.0,1000.0,AL172005,2005-09-21 15:00:00,2005261N13306,20.3,-57.0,43,1001
ATLN,200517L,-56.9,20.8,2005-09-21 18:00:00,40.0,50.0,1001.0,AL172005,2005-09-21 18:00:00,2005261N13306,20.8,-56.9,40,1001
ATLN,200517L,-56.8,21.6,2005-09-21 21:00:00,38.0,47.5,1002.0,AL172005,2005-09-21 21:00:00,2005261N13306,21.6,-56.8,38,1002
ATLN,200517L,-57.2,25.2,2005-09-22 12:00:00,35.0,37.5,1003.0,AL172005,2005-09-22 12:00:00,2005261N13306,25.2,-57.2,35,1003
ATLN,200517L,-57.4,25.9,2005-09-22 15:00:00,35.0,28.1,1003.0,AL172005,2005-09-22 15:00:00,2005261N13306,25.9,-57.4,35,1003
ATLN,200517L,-57.6,26.7,2005-09-22 18:00:00,35.0,18.8,1003.0,AL172005,2005-09-22 18:00:00,2005261N13306,26.7,-57.6,35,1003
ATLN,200517L,-57.9,27.5,2005-09-22 21:00:00,35.0,28.1,1003.0,AL172005,2005-09-22 21:00:00,2005261N13306,27.5,-57.8,35,1003
ATLN,200517L,-62.2,30.5,2005-09-23 12:00:00,30.0,0.0,1003.0,AL172005,2005-09-23 12:00:00,2005261N13306,30.5,-62.2,30,1003
ATLN,200517L,-63.0,30.4,2005-09-23 15:00:00,30.0,0.0,1003.0,AL172005,2005-09-23 15:00:00,2005261N13306,30.4,-63.1,30,1003
ATLN,200517L,-63.7,30.2,2005-09-23 18:00:00,30.0,0.0,1003.0,AL172005,2005-09-23 18:00:00,2005261N13306,30.2,-63.7,30,1003
ATLN,200517L,-63.8,29.7,2005-09-23 21:00:00,30.0,0.0,1003.0,AL172005,2005-09-23 21:00:00,2005261N13306,29.7,-63.9,30,1003
ATLN,200518L,-71.5,21.9,2005-09-18 12:00:00,30.0,0.0,1007.0,AL182005,2005-09-18 12:00:00,2005261N21290,21.9,-71.5,30,1007
ATLN,200518L,-71.9,22.0,2005-09-18 15:00:00,32.0,26.2,1006.0,AL182005,2005-09-18 15:00:00,2005261N21290,22.1,-71.9,33,1006
ATLN,200518L,-72.3,22.2,2005-09-18 18:00:00,35.0,52.5,1005.0,AL182005,2005-09-18 18:00:00,2005261N21290,22.2,-72.3,35,1005
ATLN,200518L,-72.7,22.3,2005-09-18 21:00:00,40.0,56.2,1004.0,AL182005,2005-09-18 21:00:00,2005261N21290,22.3,-72.7,40,1004
ATLN,200518L,-74.7,22.8,2005-09-19 12:00:00,55.0,77.5,997.0,AL182005,2005-09-19 12:00:00,2005261N21290,22.8,-74.7,55,997
ATLN,200518L,-75.3,23.0,2005-09-19 15:00:00,58.0,78.8,996.0,AL182005,2005-09-19 15:00:00,2005261N21290,22.9,-75.3,58,996
ATLN,200518L,-75.9,23.1,2005-09-19 18:00:00,60.0,80.0,994.0,AL182005,2005-09-19 18:00:00,2005261N21290,23.1,-75.9,60,994
ATLN,200518L,-76.6,23.2,2005-09-19 21:00:00,60.0,81.2,993.0,AL182005,2005-09-19 21:00:00,2005261N21290,23.2,-76.5,60,993
ATLN,200518L,-80.3,23.7,2005-09-20 12:00:00,70.0,87.5,985.0,AL182005,2005-09-20 12:00:00,2005261N21290,23.7,-80.3,70,985
ATLN,200518L,-80.9,23.8,2005-09-20 15:00:00,78.0,91.9,980.0,AL182005,2005-09-20 15:00:00,2005261N21290,23.8,-81.0,78,980
ATLN,200518L,-81.6,23.9,2005-09-20 18:00:00,85.0,96.2,975.0,AL182005,2005-09-20 18:00:00,2005261N21290,23.9,-81.6,85,975
ATLN,200518L,-82.2,24.0,2005-09-20 21:00:00,90.0,96.2,971.0,AL182005,2005-09-20 21:00:00,2005261N21290,24.0,-82.2,90,971
ATLN,200518L,-85.7,24.2,2005-09-21 15:00:00,132.0,122.5,930.0,AL182005,2005-09-21 15:00:00,2005261N21290,24.2,-85.7,133,931
ATLN,200518L,-86.2,24.3,2005-09-21 18:00:00,145.0,131.2,920.0,AL182005,2005-09-21 18:00:00,2005261N21290,24.3,-86.2,145,920
ATLN,200518L,-86.6,24.4,2005-09-21 21:00:00,148.0,135.6,908.0,AL182005,2005-09-21 21:00:00,2005261N21290,24.4,-86.6,148,909
ATLN,200518L,-88.3,25.2,2005-09-22 12:00:00,140.0,140.0,908.0,AL182005,2005-09-22 12:00:00,2005261N21290,25.2,-88.3,140,908
